#Run;Collection date;AST phenotypes;Isolate;Location;Isolation source
SRR24667967;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=I,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744034.2;USA:Boston;urine
SRR24667969;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=I,ceftazidime=S,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,tetracycline=I,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744036.2;USA:Boston;tracheal aspirate
SRR24667971;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=S,cefoxitin=I,ceftazidime=S,ceftriaxone=S,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744038.2;USA:Boston;blood
SRR24673226;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=S,cefepime=S,cefoxitin=S,ceftazidime=S,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=I,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744112.1;USA:Boston;urine
SRR24673228;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744114.2;USA:Boston;Bronchial alveolar lavage
SRR24673229;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,gentamicin=S,levofloxacin=S,meropenem=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744115.2;USA:Boston;urine
SRR24673230;2022;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=I,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744116.2;USA:Boston;urine
SRR24673233;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=S,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,nitrofurantoin=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT001744119.2;USA:Boston;urine
SRR24673234;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=I,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744120.2;USA:Boston;Vagina
SRR24673235;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744121.2;USA:Boston;tracheal aspirate
SRR24673236;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744122.2;USA:Boston;urine
SRR24673237;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=I,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744123.2;USA:Boston;urine
SRR24673238;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=I,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744124.2;USA:Boston;blood
SRR24673239;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=S,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,daptomycin=S,doxycycline=I,ertapenem=S,gentamicin=R,levofloxacin=R,linezolid=S,meropenem=S,nitrofurantoin=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R,vancomycin=S;PDT001744125.2;USA:Boston;urine
SRR24673240;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=R,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744126.2;USA:Boston;urine
SRR24673241;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=S,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,daptomycin=S,doxycycline=I,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S,vancomycin=S;PDT001744127.1;USA:Boston;J-tube site
SRR24673244;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=S,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744130.2;USA:Boston;urine
SRR24673245;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744131.2;USA:Boston;urine
SRR24673246;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744132.2;USA:Boston;urine
SRR24673247;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,gentamicin=S,levofloxacin=I,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744133.2;USA:Boston;Scrotum
SRR24673248;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744134.2;USA:Boston;urine
SRR24673249;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,daptomycin=S,doxycycline=R,erythromycin=R,gentamicin=S,levofloxacin=R,linezolid=S,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R,vancomycin=R;PDT001744135.2;USA:Boston;wound
SRR24673250;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,daptomycin=S,doxycycline=R,erythromycin=R,gentamicin=S,levofloxacin=R,linezolid=S,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R,vancomycin=R;PDT001744136.2;USA:Boston;wound
SRR24673251;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doxycycline=R,ertapenem=S,erythromycin=R,gentamicin=R,levofloxacin=R,linezolid=S,meropenem=S,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R,vancomycin=R;PDT001744137.2;USA:Boston;wound
SRR24673252;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744138.2;USA:Boston;urine
SRR24673253;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=R,cefoxitin=I,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744139.2;USA:Boston;Lower respiratory tract
SRR24673254;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744140.1;USA:Boston;urine
SRR24673256;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744142.2;USA:Boston;urine
SRR24673257;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744143.2;USA:Boston;urine
SRR24673258;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=S,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,nitrofurantoin=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744144.2;USA:Boston;urine
SRR24673259;2022;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744145.1;USA:Boston;urine
SRR24673260;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744146.2;USA:Boston;tracheal aspirate
SRR24673261;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744147.2;USA:Boston;bile
SRR24673262;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744148.2;USA:Boston;bile
SRR24673264;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=S,levofloxacin=R,piperacillin-tazobactam=R,tetracycline=I,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744150.2;USA:Boston;tracheal aspirate
SRR24673265;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=S,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744151.2;USA:Boston;Bronchial alveolar lavage
SRR24673266;2022;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744152.2;USA:Boston;urine
SRR24673267;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,gentamicin=R,levofloxacin=S,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744153.2;USA:Boston;Abdominal
SRR24673268;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=I,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT001744154.2;USA:Boston;urine
SRR24673269;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=R,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT001744155.2;USA:Boston;urine
SRR24673270;2022;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744156.2;USA:Boston;urine
SRR24673271;2022;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744157.2;USA:Boston;tracheal aspirate
SRR24673272;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744158.2;USA:Boston;urine
SRR24673273;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744159.2;USA:Boston;urine
SRR24673275;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT001744161.2;USA:Boston;sputum
SRR24673276;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,gentamicin=R,levofloxacin=I,meropenem=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744162.2;USA:Boston;urine
SRR24673277;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=R,cefoxitin=S,ceftaroline=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,clindamycin=S,daptomycin=S,ertapenem=S,gentamicin=S,levofloxacin=I,linezolid=S,meropenem=S,minocycline=S,moxifloxacin=S,oxacillin=S,piperacillin-tazobactam=S,rifampin=S,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744163.2;USA:Boston;Anal
SRR24673287;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=I,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=S;PDT001744173.2;USA:Boston;urine
SRR24673288;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT001744174.2;USA:Boston;urine
SRR24673289;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT001744175.2;USA:Boston;urine
SRR24673290;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744176.2;USA:Boston;urine
SRR24673291;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744177.2;USA:Boston;urine
SRR24673294;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,doxycycline=R,ertapenem=S,erythromycin=I,gentamicin=S,levofloxacin=S,linezolid=S,meropenem=S,piperacillin-tazobactam=I,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S,vancomycin=R;PDT001744180.2;USA:Boston;wound
SRR24673298;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744183.2;USA:Boston;Abdominal
SRR24673299;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744184.2;USA:Boston;Bronchial alveolar lavage
SRR24673300;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744185.2;USA:Boston;blood
SRR24673302;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,piperacillin-tazobactam=I,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001744187.2;USA:Boston;Abdominal
SRR24673303;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=I,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744188.2;USA:Boston;blood
SRR24673305;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT001744190.2;USA:Boston;urine
SRR24673306;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=S;PDT001744191.2;USA:Boston;wound
SRR24673309;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=S,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=I,tetracycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT001744194.2;USA:Boston;urine
SRR24673311;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=R,piperacillin-tazobactam=R,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT001744196.2;USA:Boston;blood
SRR24673312;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=S,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,doxycycline=S,ertapenem=S,erythromycin=I,gentamicin=S,levofloxacin=S,linezolid=S,meropenem=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S,vancomycin=S;PDT001744197.2;USA:Boston;bile
SRR24673323;2022;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744208.2;USA:Boston;blood
SRR24673328;2022;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744213.2;USA:Boston;urine
SRR24673329;2022;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744214.2;USA:Boston;urine
SRR24673330;2022;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT001744215.2;USA:Boston;urine
